cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,educational program type,fax number,high grade,last updated,located within the boundaries of this public school district,low grade,mailing address,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address
37683047049323,San Diego,Ramona City Unified,Montessori Children's Elementary,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683047049323,montessori2XL@yahoo.com,Ms. Deanna Perez Administrator montessori2xl@yahoo.com Deanna Perez (Custodian of Records) Montessori2XL@yahoo.com,37 68304 7049323,Information Not Available,(760) 788-8130,6,"November 26, 2024",Ramona City Unified,K,"717 9Th St. Ramona, CA 92065","July 1, 1980",(760) 788-0910,No,"703 9Th St. Ramona, CA 92065-2325 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://MCHMCE.net Link opens new browser tab
37683386902902,San Diego,San Diego Unified,City Tree Christian,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386902902,sara.delgado@citytree.org,Mrs. Sara Delgado Head of School sara.delgado@citytree.org Mrs. Kelly Tompkins (Custodian of Records) kelly.tompkins@citytree.org,37 68338 6902902,Information Not Available,Information Not Available,8,"November 26, 2024",San Diego Unified,K,"320 Date Stree San Diego, CA 92101","July 1, 1980",(619) 232-3794,No,"320 Date St. San Diego, CA 92101-2610 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://citytree.org Link opens new browser tab
37683386909196,San Diego,San Diego Unified,Montessori School of San Diego,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386909196,jim@montessorisd.com,Mr. James Turner Principal jim@montessorisd.com Mr. James Turner (Custodian of Records) jim@montessorisd.com,37 68338 6909196,Information Not Available,Information Not Available,4,"November 26, 2024",San Diego Unified,K,"1323 West Spruce St San Diego, CA 92103-5328","July 1, 1980",(619) 295-7591,No,"1323 West Spruce St San Diego, CA 92103-5328 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://montessorisd.com Link opens new browser tab
37683386910194,San Diego,San Diego Unified,Christ the Cornerstone Lutheran Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386910194,Info@ctc-academy.org,Mrs. Tammy Peters Head of School tammy.peters@ctc-academy.org Mrs. Teresa Bryant (Custodian of Records) teresa.bryant@ctc-academy.org,37 68338 6910194,Information Not Available,(858) 566-1965,5,"August 12, 2025",San Diego Unified,K,"9028 Westmore Rd. San Diego, CA 92126-2406","July 1, 1980",(858) 566-1741,No,"9028 Westmore Rd. San Diego, CA 92126-2406 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.ctc-academy.org Link opens new browser tab
37683386918072,San Diego,San Diego Unified,Children's Creative and Performing Arts Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386918072,irendon@ccpaasd.com,Mr. Isidoro Rendon Principal irendon@ccpaasd.com Mr. Isidoro Rendon (Custodian of Records) irendon@ccpaasd.com,37 68338 6918072,Information Not Available,(619) 584-2422,12,"November 26, 2024",San Diego Unified,K,"3051 El Cajon Blvd San Diego, CA 92104-1321","July 1, 1980",(619) 584-2454,No,"3051 El Cajon Blvd San Diego, CA 92104-1321 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://ccpaasd.com Link opens new browser tab
37683386920722,San Diego,San Diego Unified,Good Shepherd Catholic School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386920722,principal@goodshepherdcatholic.net,Mrs. Ladonna Lambert Administrator principal@goodshepherdcatholic.net Mrs. Ladonna Lambert (Custodian of Records) principal@goodshepherdcatholic.net,37 68338 6920722,Information Not Available,(858) 693-3439,8,"November 26, 2024",San Diego Unified,K,"8160 Gold Coast Dr. San Diego, CA 92126-3421","July 1, 1980",(858) 693-1522,No,"8160 Gold Coast Dr. San Diego, CA 92126-3421 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.goodshepherdcatholic.net Link opens new browser tab
37683386927586,San Diego,San Diego Unified,"Child's Primary, The",Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386927586,administrator@tcps.org,Mr. Donny Kim Head of School dkim@tcps.org Kaitlin Felter (Custodian of Records) administrator@tcps.org,37 68338 6927586,Information Not Available,(858) 576-2445,8,"November 26, 2024",San Diego Unified,K,"3811 Mount Acadia Blvd. San Diego, CA 92111-2612","July 1, 1980",(858) 576-2120,No,"3811 Mount Acadia Blvd. San Diego, CA 92111-2612 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.tcps.org Link opens new browser tab
37683386932214,San Diego,San Diego Unified,Chabad Hebrew Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386932214,jfradkin@chasd.org,Mrs. Abby Koch Principal akoch@chasd.org Mrs. Kim Vega (Custodian of Records) kvega@chasd.org,37 68338 6932214,Information Not Available,Information Not Available,8,"January 10, 2025",San Diego Unified,K,"10785 Pomerado Rd. San Diego, CA 92131-1838","July 1, 1980",(858) 566-1996,No,"10785 Pomerado Rd. San Diego, CA 92131-1838 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://chasd.org Link opens new browser tab
37683386938757,San Diego,San Diego Unified,Academy of Our Lady of Peace,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386938757,llek@aolp.org,Peter Harris Principal pharris@aolp.org Nelson Kim (Custodian of Records) nkim@aolp.org,37 68338 6938757,Information Not Available,(619) 297-2473,12,"November 26, 2024",San Diego Unified,9,"4860 Oregon St. San Diego, CA 92116-1340","July 1, 1980",(619) 297-2266,No,"4860 Oregon St. San Diego, CA 92116-1340 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,http://aolp.org Link opens new browser tab
37683386938815,San Diego,San Diego Unified,"Bishop's School, The",K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386938815,rachael.garcia@bishops.com,Mr. Ron Kim Head of School ron.kim@bishops.com Mrs. Rachael Garcia (Custodian of Records) rachael.garcia@bishops.com,37 68338 6938815,Information Not Available,(858) 459-3914,12,"August 12, 2025",San Diego Unified,6,"7607 La Jolla Blvd. La Jolla, CA 92037-4703","July 1, 1980",(858) 459-4021,No,"7607 La Jolla Blvd. La Jolla, CA 92037-4703 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.bishops.com Link opens new browser tab
37683386939045,San Diego,San Diego Unified,La Jolla Country Day School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386939045,dsigal@ljcds.org,Dr. Jeff Terwin Head of School jterwin@ljcds.org Mr. David Sigal (Custodian of Records) dsigal@ljcds.org,37 68338 6939045,Information Not Available,(858) 453-8624,12,"November 26, 2024",San Diego Unified,K,"9490 Genesee Ave. La Jolla, CA 92037-1302","July 1, 1980",(858) 453-3440,No,"9490 Genesee Ave. La Jolla, CA 92037-1302 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.ljcds.org Link opens new browser tab
37684116939136,San Diego,Sweetwater Union High,Victory Christian Academy,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684116939136,bonnie.sanchez@victorysouthbay.org,Mrs. Bonnie Sanchez Principal bonnie.sanchez@victorysouthbay.org Mrs. Stacy Davis (Custodian of Records) stacy.davis@victorysouthbay.org,37 68411 6939136,Information Not Available,(619) 872-0974,12,"September 15, 2025",Sweetwater Union High,K,"810 Buena Vista Way Chula Vista, CA 91910-6853","July 1, 1980",(619) 262-4444,No,"810 Buena Vista Way Chula Vista, CA 91910-6853 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.victorysouthbay.org Link opens new browser tab
37683386939409,San Diego,San Diego Unified,St. Augustine High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386939409,jhorne@sahs.org,Mr. Edwin Hearn President ehearn@sahs.org Mr. Gregory Hecht (Custodian of Records) ghecht@sahs.org,37 68338 6939409,Information Not Available,(619) 282-1203,12,"November 26, 2024",San Diego Unified,9,"3266 Nutmeg St. San Diego, CA 92104-5151","July 1, 1980",(619) 282-2184,No,"3266 Nutmeg St. San Diego, CA 92104-5151 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.sahs.org Link opens new browser tab
37683386939433,San Diego,San Diego Unified,Tabernacle Christian Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386939433,info@tcaced.com,Mrs. Stacy Saldana (Custodian of Records) stacy.saldana@tcaced.com,37 68338 6939433,Information Not Available,(619) 264-3086,12,"August 11, 2025",San Diego Unified,K,"1765 Pentecost Way San Diego, CA 92105-5712","July 1, 1980",(619) 264-1721,No,"1765 Pentecost Way San Diego, CA 92105-5712 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://tcaced.com Link opens new browser tab
37683466939458,San Diego,San Dieguito Union High,Cathedral Catholic High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683466939458,kcalkins@cathedralcatholic.org,Dr. Kevin Calkins Principal kcalkins@cathedralcatholic.org Dr. Kevin Calkins (Custodian of Records) kcalkins@cathedralcatholic.org,37 68346 6939458,Information Not Available,Information Not Available,12,"September 6, 2025",San Dieguito Union High,9,"5555 Del Mar Heights Rd San Diego, CA 92130-1368","July 1, 1980",(858) 523-4000,No,"5555 Del Mar Heights Rd San Diego, CA 92130-1368 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.cathedralcatholic.org Link opens new browser tab
37683386965560,San Diego,San Diego Unified,St. Paul's Lutheran,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386965560,mbinnie@stpaulspb.com,Mrs. Meredith Binnie Principal mbinnie@stpaulspb.com Suzette Delcamp (Custodian of Records) sdelcamp@stpaulspb.com,37 68338 6965560,Information Not Available,(858) 272-4397,8,"November 26, 2024",San Diego Unified,K,"1376 Felspar St. San Diego, CA 92109-3001","July 1, 1980",(858) 272-6282,No,"1376 Felspar St. San Diego, CA 92109-3001 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://stpaulspb.com Link opens new browser tab
37683386966071,San Diego,San Diego Unified,Our Lady's School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386966071,jziment@olssd.org,Mrs. Judith Ziment Administrator jziment@olssd.org Mrs. Judith Ziment (Custodian of Records) jziment@olssd.org,37 68338 6966071,Information Not Available,Information Not Available,8,"November 26, 2024",San Diego Unified,K,"650 24Th St. San Diego, CA 92102-2911","July 1, 1980",(619) 233-8888,No,"650 24Th St. San Diego, CA 92102-2911 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.olssd.org Link opens new browser tab
37683386966113,San Diego,San Diego Unified,St. Rita's School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386966113,mrsolsen@stritassd.org,Mrs. Gina Olsen Principal mrsolsen@stritassd.org Mrs. Gina Olsen (Custodian of Records) mrsolsen@stritassd.org,37 68338 6966113,Information Not Available,(619) 264-4316,8,"September 16, 2025",San Diego Unified,K,"5165 Imperial Ave. San Diego, CA 92114-3615","July 1, 1980",(619) 264-0109,No,"5165 Imperial Ave. San Diego, CA 92114-3615 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.stritassd.org Link opens new browser tab
37683386975262,San Diego,San Diego Unified,All Hallows Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386975262,mskeen@allhallows.com,Mrs. Mary Skeen Principal mskeen@allhallows.com Mrs. Kimberlee Vitha (Custodian of Records) kvitha@allhallows.com,37 68338 6975262,Information Not Available,(858) 200-0081,8,"November 26, 2024",San Diego Unified,K,"2390 Nautilus St. La Jolla, CA 92037-6421","July 1, 1980",(858) 459-6074,No,"2390 Nautilus St. La Jolla, CA 92037-6421 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://allhallowsacademy.com Link opens new browser tab
37683386975270,San Diego,San Diego Unified,Aseltine School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386975270,mpadilla@aseltine.org,Mrs. Florida (May) Padilla Executive Director mpadilla@aseltine.org Ms. Carla Hancock (Custodian of Records) chancock@aseltine.org,37 68338 6975270,Nonpublic Certified School,(619) 296-3013,12,"September 15, 2025",San Diego Unified,K,"4027 Normal St. San Diego, CA 92103-2617","July 1, 1980",(619) 296-2135,No,"4027 Normal St. San Diego, CA 92103-2617 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.aseltine.org Link opens new browser tab
37683386975296,San Diego,San Diego Unified,St. Katharine Drexel Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386975296,lfrost@skda-sd.org,Mrs. Larissa Frost Principal lfrost@skda-sd.org Mrs. Larissa Frost (Custodian of Records) lfrost@skda-sd.org,37 68338 6975296,Information Not Available,(619) 265-9310,8,"November 26, 2024",San Diego Unified,K,"4551 56th St. San Diego, CA 92115-3629","July 1, 1980",(619) 582-3862,No,"4551 56th St. San Diego, CA 92115-3629 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.skda-sd.org Link opens new browser tab
37683386975460,San Diego,San Diego Unified,The Evans School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386975460,communication@evansschool.org,Margaret Gale Baer (Custodian of Records) galebaer@evansschool.org,37 68338 6975460,Information Not Available,Information Not Available,6,"November 26, 2024",San Diego Unified,K,"6510 La Jolla Scenic Dr. S La Jolla, CA 92037-6448","July 1, 1980",(858) 459-2066,No,"6510 La Jolla Scenic Dr. S La Jolla, CA 92037-6448 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.evansschool.org Link opens new browser tab
37683386975569,San Diego,San Diego Unified,Nazareth School of San Diego,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386975569,principal@nazarethschool.org,Mrs. Kim Horning Administrator adminassist@nazarethschool.org Mrs. René Coons (Custodian of Records) principal@nazarethschool.org,37 68338 6975569,Information Not Available,(619) 280-4652,8,"November 26, 2024",San Diego Unified,K,"10728 San Diego Mission Rd San Diego, CA 92108-2409","July 1, 1980",(619) 641-7987,No,"10728 San Diego Mission Rd San Diego, CA 92108-2409 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://nazarethschool.org Link opens new browser tab
